paperID,imageID,size,imagenumbers
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_01_T16.jpg,2053134,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_02_T16.jpg,782496,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_03_T16.jpg,1799088,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_04_T16.jpg,1085400,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_05_T16.jpg,429750,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_06_T16.jpg,742074,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_07_T16.jpg,2749410,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_08_T16.jpg,685824,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_09_T16.jpg,1662780,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_10_T16.jpg,2328750,1
10.1109@TVCG.2007.70591,10.1109@TVCG.2007.70591_11_11_T16.jpg,4109940,1
allpaper,10.1109@TVCG.2007.70623,,9
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_01_T16.jpg,2188284,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_02_T16.jpg,1260027,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_03_T16.jpg,1374960,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_04_T16.jpg,1589760,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_05_T16.jpg,1432080,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_06_T16.jpg,3959901,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_07_T16.jpg,1153152,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_08_T16.jpg,3415302,1
10.1109@TVCG.2007.70623,10.1109@TVCG.2007.70623_09_09_T16.jpg,1874880,1
allpaper,10.1109@VAST.2007.4388994,,14
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_01_T17.jpg,741132,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_03_T17.jpg,790230,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_04_T17.jpg,860634,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_05_T17.jpg,1048320,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_06_T17.jpg,1031766,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_07_T17.jpg,1048320,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_08_T17.jpg,1031751,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_09_T17.jpg,1040388,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_10_T17.jpg,962676,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_11_T17.jpg,1048320,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_12_T17.jpg,1033920,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_13_T17.jpg,1031766,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_14_T17.jpg,1023876,1
10.1109@VAST.2007.4388994,10.1109@VAST.2007.4388994_14_15_T17.jpg,2381868,1
allpaper,10.1109@TVCG.2008.109,,1
10.1109@TVCG.2008.109,10.1109@TVCG.2008.109_01_01_T01.jpg,826551,1
allpaper,10.1109@TVCG.2008.111,,10
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_01_T01.jpg,1166676,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_02_T01.jpg,372672,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_03_T01.jpg,1084347,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_04_T01.jpg,290088,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_05_T01.jpg,1266435,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_06_T01.jpg,783096,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_07_T01.jpg,1349712,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_08_T01.jpg,511488,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_09_T01.jpg,979200,1
10.1109@TVCG.2008.111,10.1109@TVCG.2008.111_10_10_T01.jpg,1372560,1
allpaper,10.1109@TVCG.2008.114,,6
10.1109@TVCG.2008.114,10.1109@TVCG.2008.114_06_01_T01.jpg,486675,1
10.1109@TVCG.2008.114,10.1109@TVCG.2008.114_06_02_T01.jpg,1520280,1
10.1109@TVCG.2008.114,10.1109@TVCG.2008.114_06_03_T01.jpg,802008,1
10.1109@TVCG.2008.114,10.1109@TVCG.2008.114_06_04_T01.jpg,660264,1
10.1109@TVCG.2008.114,10.1109@TVCG.2008.114_06_05_T01.jpg,511920,1
10.1109@TVCG.2008.114,10.1109@TVCG.2008.114_06_06_T01.jpg,4178544,1
allpaper,10.1109@TVCG.2008.116,,13
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_01_T01.jpg,2874816,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_02_T01.jpg,849528,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_03_T01.jpg,1052568,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_04_T01.jpg,1293315,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_05_T01.jpg,2344500,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_06_T01.jpg,839202,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_07_T01.jpg,860544,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_08_T01.jpg,2830464,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_09_T01.jpg,4268355,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_10_T01.jpg,2352960,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_11_T01.jpg,1739925,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_12_T01.jpg,1213344,1
10.1109@TVCG.2008.116,10.1109@TVCG.2008.116_13_13_T01.jpg,571392,1
allpaper,10.1109@TVCG.2008.117,,7
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_01_T01.jpg,755022,1
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_02_T01.jpg,4444713,1
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_03_T01.jpg,1115169,1
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_04_T01.jpg,1188507,1
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_05_T01.jpg,1201731,1
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_06_T01.jpg,1105920,1
10.1109@TVCG.2008.117,10.1109@TVCG.2008.117_07_07_T01.jpg,1105272,1
allpaper,10.1109@TVCG.2008.119,,10
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_01_T01.jpg,418383,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_02_T01.jpg,395592,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_03_T01.jpg,575757,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_04_T01.jpg,1293975,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_06_T01.jpg,237360,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_07_T01.jpg,655302,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_08_T01.jpg,225654,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_09_T01.jpg,1528740,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_10_T01.jpg,3359616,1
10.1109@TVCG.2008.119,10.1109@TVCG.2008.119_10_11_T01.jpg,1543200,1
allpaper,10.1109@TVCG.2008.129,,6
10.1109@TVCG.2008.129,10.1109@TVCG.2008.129_06_01_T01.jpg,489744,1
10.1109@TVCG.2008.129,10.1109@TVCG.2008.129_06_02_T01.jpg,3023280,1
10.1109@TVCG.2008.129,10.1109@TVCG.2008.129_06_03_T01.jpg,1132332,1
10.1109@TVCG.2008.129,10.1109@TVCG.2008.129_06_04_T01.jpg,4873392,1
10.1109@TVCG.2008.129,10.1109@TVCG.2008.129_06_05_T01.jpg,2615817,1
10.1109@TVCG.2008.129,10.1109@TVCG.2008.129_06_06_T01.jpg,2615817,1
allpaper,10.1109@TVCG.2008.130,,5
10.1109@TVCG.2008.130,10.1109@TVCG.2008.130_05_01_T01.jpg,681156,1
10.1109@TVCG.2008.130,10.1109@TVCG.2008.130_05_02_T01.jpg,293754,1
10.1109@TVCG.2008.130,10.1109@TVCG.2008.130_05_03_T01.jpg,4283208,1
10.1109@TVCG.2008.130,10.1109@TVCG.2008.130_05_04_T01.jpg,446208,1
10.1109@TVCG.2008.130,10.1109@TVCG.2008.130_05_05_T01.jpg,8525304,1
allpaper,10.1109@TVCG.2008.131,,13
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_01_T01.jpg,955059,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_02_T01.jpg,1380270,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_03_T01.jpg,604800,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_04_T01.jpg,410310,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_05_T01.jpg,629424,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_06_T01.jpg,360045,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_07_T01.jpg,2640504,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_08_T01.jpg,1318746,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_09_T01.jpg,485496,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_10_T01.jpg,1123245,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_11_T01.jpg,1045008,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_12_T01.jpg,4303224,1
10.1109@TVCG.2008.131,10.1109@TVCG.2008.131_13_13_T01.jpg,1417800,1
allpaper,10.1109@TVCG.2008.132,,9
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_01_T01.jpg,973674,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_02_T01.jpg,2157477,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_03_T01.jpg,1072965,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_04_T01.jpg,1658460,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_05_T01.jpg,1103355,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_06_T01.jpg,1365744,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_07_T01.jpg,5114880,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_08_T01.jpg,1598100,1
10.1109@TVCG.2008.132,10.1109@TVCG.2008.132_09_09_T01.jpg,8799816,1
allpaper,10.1109@TVCG.2008.135,,14
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_01_T01.jpg,1085556,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_02_T01.jpg,203040,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_03_T01.jpg,506943,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_04_T01.jpg,916830,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_05_T01.jpg,401004,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_06_T01.jpg,506076,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_07_T01.jpg,446400,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_08_T01.jpg,497664,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_09_T01.jpg,524208,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_10_T01.jpg,1118976,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_11_T01.jpg,374880,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_12_T01.jpg,1170468,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_13_T01.jpg,3404148,1
10.1109@TVCG.2008.135,10.1109@TVCG.2008.135_14_14_T01.jpg,3358860,1
allpaper,10.1109@TVCG.2008.136,,8
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_01_T01.jpg,1428801,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_02_T01.jpg,572397,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_03_T01.jpg,789429,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_04_T01.jpg,739659,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_05_T01.jpg,834582,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_06_T01.jpg,376992,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_07_T01.jpg,2084736,1
10.1109@TVCG.2008.136,10.1109@TVCG.2008.136_08_08_T01.jpg,1103913,1
allpaper,10.1109@TVCG.2008.139,,8
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_01_T01.jpg,751872,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_02_T01.jpg,282000,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_03_T01.jpg,3116874,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_04_T01.jpg,3164400,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_05_T01.jpg,783495,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_06_T01.jpg,1248480,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_07_T01.jpg,886608,1
10.1109@TVCG.2008.139,10.1109@TVCG.2008.139_08_08_T01.jpg,651840,1
allpaper,10.1109@TVCG.2008.140,,11
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_01_T01.jpg,1299456,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_02_T01.jpg,218160,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_03_T01.jpg,2447820,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_04_T01.jpg,3316320,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_05_T01.jpg,1248624,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_06_T01.jpg,1532592,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_07_T01.jpg,1005144,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_08_T01.jpg,555660,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_09_T01.jpg,1925100,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_10_T01.jpg,676992,1
10.1109@TVCG.2008.140,10.1109@TVCG.2008.140_11_11_T01.jpg,517968,1
allpaper,10.1109@TVCG.2008.141,,5
10.1109@TVCG.2008.141,10.1109@TVCG.2008.141_05_01_T01.jpg,699783,1
10.1109@TVCG.2008.141,10.1109@TVCG.2008.141_05_02_T01.jpg,682344,1
10.1109@TVCG.2008.141,10.1109@TVCG.2008.141_05_03_T01.jpg,1197504,1
10.1109@TVCG.2008.141,10.1109@TVCG.2008.141_05_04_T01.jpg,1022499,1
10.1109@TVCG.2008.141,10.1109@TVCG.2008.141_05_05_T01.jpg,2655354,1
allpaper,10.1109@TVCG.2008.144,,13
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_01_T01.jpg,628173,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_02_T01.jpg,1115100,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_03_T01.jpg,1573407,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_04_T01.jpg,739851,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_05_T01.jpg,2709324,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_06_T01.jpg,3524190,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_07_T01.jpg,1114464,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_08_T01.jpg,3224775,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_09_T01.jpg,1716015,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_10_T01.jpg,641445,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_11_T01.jpg,1469808,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_12_T01.jpg,1508514,1
10.1109@TVCG.2008.144,10.1109@TVCG.2008.144_13_13_T01.jpg,4330920,1
allpaper,10.1109@TVCG.2008.145,,13
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_01_T01.jpg,1480248,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_02_T01.jpg,2809284,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_03_T01.jpg,526440,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_04_T01.jpg,422472,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_05_T01.jpg,2548665,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_06_T01.jpg,528960,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_07_T01.jpg,1276296,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_08_T01.jpg,1334592,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_09_T01.jpg,775440,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_10_T01.jpg,900480,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_11_T01.jpg,986232,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_12_T01.jpg,890424,1
10.1109@TVCG.2008.145,10.1109@TVCG.2008.145_13_13_T01.jpg,1035957,1
allpaper,10.1109@TVCG.2008.150,,20
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_01_T01.jpg,1039275,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_02_T01.jpg,1351344,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_03_T01.jpg,1426950,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_04_T01.jpg,636012,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_05_T01.jpg,986784,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_06_T01.jpg,1060371,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_07_T01.jpg,718320,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_08_T01.jpg,1583172,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_09_T01.jpg,1301040,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_10_T01.jpg,938871,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_11_T01.jpg,721287,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_12_T01.jpg,1132260,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_13_T01.jpg,1116870,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_14_T01.jpg,3298410,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_15_T01.jpg,765135,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_16_T01.jpg,2790936,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_17_T01.jpg,2356638,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_18_T01.jpg,2427030,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_19_T01.jpg,1430202,1
10.1109@TVCG.2008.150,10.1109@TVCG.2008.150_20_20_T01.jpg,1289808,1
allpaper,10.1109@TVCG.2008.151,,11
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_01_T01.jpg,1188864,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_02_T01.jpg,1689744,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_03_T01.jpg,1821312,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_04_T01.jpg,1543032,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_05_T01.jpg,1546776,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_06_T01.jpg,3391290,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_07_T01.jpg,3345888,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_08_T01.jpg,2010288,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_09_T01.jpg,3032538,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_10_T01.jpg,6188352,1
10.1109@TVCG.2008.151,10.1109@TVCG.2008.151_11_11_T01.jpg,5486535,1
allpaper,10.1109@TVCG.2008.153,,10
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_01_T01.jpg,3192000,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_02_T01.jpg,701568,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_03_T01.jpg,1142565,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_04_T01.jpg,1070982,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_05_T01.jpg,1471968,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_06_T01.jpg,1195722,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_07_T01.jpg,420264,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_08_T01.jpg,1277451,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_09_T01.jpg,2287488,1
10.1109@TVCG.2008.153,10.1109@TVCG.2008.153_10_10_T01.jpg,1550640,1
allpaper,10.1109@TVCG.2008.155,,9
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_01_T01.jpg,2753376,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_02_T01.jpg,553152,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_03_T01.jpg,3783612,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_04_T01.jpg,3499386,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_05_T01.jpg,1061130,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_06_T01.jpg,806652,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_07_T01.jpg,800214,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_08_T01.jpg,1623840,1
10.1109@TVCG.2008.155,10.1109@TVCG.2008.155_09_09_T01.jpg,664335,1
allpaper,10.1109@TVCG.2008.157,,9
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_01_T01.jpg,353976,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_02_T01.jpg,1130160,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_03_T01.jpg,1002240,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_04_T01.jpg,294690,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_05_T01.jpg,1647516,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_06_T01.jpg,484653,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_07_T01.jpg,504051,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_08_T01.jpg,1679967,1
10.1109@TVCG.2008.157,10.1109@TVCG.2008.157_09_09_T01.jpg,654264,1
allpaper,10.1109@TVCG.2008.158,,8
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_01_T01.jpg,448851,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_02_T01.jpg,1393320,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_03_T01.jpg,2006790,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_04_T01.jpg,2666664,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_05_T01.jpg,848250,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_06_T01.jpg,2624160,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_07_T01.jpg,4473351,1
10.1109@TVCG.2008.158,10.1109@TVCG.2008.158_08_08_T01.jpg,7180800,1
allpaper,10.1109@TVCG.2008.159,,7
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_01_T01.jpg,1647432,1
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_02_T01.jpg,243831,1
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_03_T01.jpg,1307820,1
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_04_T01.jpg,573345,1
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_05_T01.jpg,1289088,1
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_06_T01.jpg,777480,1
10.1109@TVCG.2008.159,10.1109@TVCG.2008.159_07_07_T01.jpg,1695744,1
allpaper,10.1109@TVCG.2008.162,,10
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_01_T01.jpg,2071296,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_02_T01.jpg,535680,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_03_T01.jpg,1225950,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_04_T01.jpg,709044,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_05_T01.jpg,1005840,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_06_T01.jpg,1942086,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_07_T01.jpg,2179443,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_09_T01.jpg,1694640,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_10_T01.jpg,2058216,1
10.1109@TVCG.2008.162,10.1109@TVCG.2008.162_10_11_T01.jpg,1319571,1
allpaper,10.1109@TVCG.2008.167,,6
10.1109@TVCG.2008.167,10.1109@TVCG.2008.167_06_01_T01.jpg,1576512,1
10.1109@TVCG.2008.167,10.1109@TVCG.2008.167_06_02_T01.jpg,1391040,1
10.1109@TVCG.2008.167,10.1109@TVCG.2008.167_06_03_T01.jpg,898884,1
10.1109@TVCG.2008.167,10.1109@TVCG.2008.167_06_04_T01.jpg,1003680,1
10.1109@TVCG.2008.167,10.1109@TVCG.2008.167_06_05_T01.jpg,1308744,1
10.1109@TVCG.2008.167,10.1109@TVCG.2008.167_06_06_T01.jpg,6222000,1
allpaper,10.1109@TVCG.2008.174,,9
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_01_T01.jpg,2681928,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_02_T01.jpg,2123460,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_03_T01.jpg,486624,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_04_T01.jpg,2343420,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_05_T01.jpg,1647198,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_06_T01.jpg,2840670,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_07_T01.jpg,979440,1
10.1109@TVCG.2008.174,10.1109@TVCG.2008.174_09_08_T01.jpg,540870,1
